"財政部電子發票整合服務平台 消費明細下載"
表頭=M,發票日期,商店統編,商店店名,發票號碼,總金額
表身=D,發票號碼,小計,品名
D,AK33337563,25,國民便當
M,2025/08/02 08:35,22555003,全家便利商店,RF79156108,242
D,RF79156108,105,起司熱狗堡
D,RF79156108,137,維力炸醬麵
M,2025/08/02 20:55,89398402,7-ELEVEN,HB88576606,202
D,HB88576606,129,茶葉蛋
D,HB88576606,73,拿鐵 大杯
M,2025/08/03 12:24,54173123,寶雅,WF55014342,699
D,WF55014342,287,感冒熱飲
D,WF55014342,412,口罩 五十入
M,2025/08/03 21:19,89398402,7-ELEVEN,NV63983141,36
D,NV63983141,36,礦泉水 600ml
M,2025/08/05 12:11,96979933,全聯福利中心,CY57820266,836
D,CY57820266,836,五月花衛生紙
M,2025/08/05 12:25,89398402,7-ELEVEN,LQ79961563,119
D,LQ79961563,119,光泉鮮乳 936ml
M,2025/08/05 16:39,22555003,全家便利商店,LK15993619,20
D,LK15993619,9,關東煮 綜合
D,LK15993619,11,礦泉水 600ml
M,2025/08/05 18:32,86517048,萊爾富便利商店,MV70633194,47
D,MV70633194,30,關東煮 白蘿蔔
D,MV70633194,17,拿鐵 大杯
M,2025/08/05 18:40,22555003,全家便利商店,BJ01157226,29
D,BJ01157226,14,礦泉水 600ml
D,BJ01157226,15,光泉鮮乳 936ml
M,2025/08/06 19:01,54338109,日藥本舖,CA00480640,464
D,CA00480640,464,護手霜
M,2025/08/07 11:29,89398402,7-ELEVEN,PK95122260,145
D,PK95122260,145,御飯糰 鮪魚
M,2025/08/07 17:24,54313580,拉亞漢堡,UY41452232,82
D,UY41452232,82,牛肉麵
M,2025/08/08 11:18,11117051,頂呱呱,UY52716724,253
D,UY52716724,253,手沖耶加雪菲
M,2025/08/08 14:17,89398402,7-ELEVEN,BX23274632,81
D,BX23274632,44,舒潔面紙
D,BX23274632,37,舒潔面紙
M,2025/08/09 05:31,89398402,7-ELEVEN,QV92502265,62
D,QV92502265,33,礦泉水 600ml
D,QV92502265,29,起司熱狗堡
M,2025/08/09 10:48,16606106,PChome線上購物,QL82870956,2303
D,QL82870956,628,藍牙耳機
D,QL82870956,604,床包組 雙人
D,QL82870956,1071,筆記本
M,2025/08/09 15:04,22555003,全家便利商店,UG28824100,202
D,UG28824100,202,思樂冰
M,2025/08/10 10:57,96979934,中華電信,MU52752752,750
D,MU52752752,750,國際漫遊加購
M,2025/08/11 12:53,00000015,麥當勞,QY98032229,238
D,QY98032229,124,薯條 中
D,QY98032229,114,蔬菜蛋餅
M,2025/08/12 15:40,84149961,星巴克,BA84896420,208
D,BA84896420,118,味噌湯
D,BA84896420,90,滷肉飯
M,2025/08/12 16:30,03731301,台灣鐵路管理局,KN81804891,282
D,KN81804891,282,自強號 台北到花蓮
M,2025/08/13 08:11,89398402,7-ELEVEN,NS23563683,148
D,NS23563683,96,茶葉蛋
D,NS23563683,52,義美小泡芙
M,2025/08/13 09:04,22555003,全家便利商店,YB72809723,168
D,YB72809723,62,國民便當
D,YB72809723,106,思樂冰
M,2025/08/13 16:21,22555003,全家便利商店,YC98134237,263
D,YC98134237,263,維力炸醬麵
M,2025/08/13 22:01,89398402,7-ELEVEN,LU78857476,69
D,LU78857476,39,關東煮 白蘿蔔
D,LU78857476,30,茶葉蛋
M,2025/08/14 21:18,54381286,路易莎咖啡,YG02310827,42
D,YG02310827,42,珍珠奶茶 大
M,2025/08/15 12:14,54313580,拉亞漢堡,UD41538597,87
D,UD41538597,50,味噌湯
D,UD41538597,37,蔬菜蛋餅
M,2025/08/15 18:07,89398402,7-ELEVEN,KW20190344,25
D,KW20190344,16,御飯糰 鮪魚
D,KW20190344,9,維力炸醬麵
M,2025/08/16 10:28,86517048,萊爾富便利商店,KE87907282,144
D,KE87907282,70,御便當 雞腿
D,KE87907282,74,礦泉水 600ml
M,2025/08/16 19:14,22555003,全家便利商店,QY32501343,405
D,QY32501343,216,思樂冰
D,QY32501343,189,關東煮 綜合
M,2025/08/17 11:12,97162640,家樂福,GQ09330616,576
D,GQ09330616,203,罐頭鮪魚
D,GQ09330616,373,蘋果 四入
M,2025/08/17 13:19,22555003,全家便利商店,KZ48534307,53
D,KZ48534307,53,無糖豆漿
M,2025/08/17 18:26,28486815,台灣大車隊,XA51271078,250
D,XA51271078,250,悠遊卡加值
M,2025/08/17 19:00,20003699,名佳美,ZG87456600,373
D,ZG87456600,189,收納籃
D,ZG87456600,184,插座延長線
M,2025/08/17 20:38,97162640,家樂福,SZ15046870,2357
D,SZ15046870,626,義大利麵 500g
D,SZ15046870,681,五月花衛生紙
D,SZ15046870,387,林鳳營鮮乳
D,SZ15046870,663,高麗菜
M,2025/08/18 08:26,53016675,八方雲集,MR07595457,70
D,MR07595457,36,玉米濃湯
D,MR07595457,34,大杯拿鐵
M,2025/08/18 15:26,23091152,鬍鬚張,CW00575777,287
D,CW00575777,287,定食 鮭魚
M,2025/08/18 19:04,89398413,屈臣氏,JY52694431,634
D,JY52694431,634,維他命C 60錠
M,2025/08/18 19:39,89398402,7-ELEVEN,NE41693826,25
D,NE41693826,9,國民便當
D,NE41693826,16,思樂冰
M,2025/08/18 20:28,89398402,7-ELEVEN,SB19149822,38
D,SB19149822,38,無糖豆漿
M,2025/08/19 16:50,84149972,康是美,PQ26871764,753
D,PQ26871764,753,洗髮精 750ml
M,2025/08/19 17:27,16606105,大潤發,MT84134570,1148
D,MT84134570,692,沙拉油 2L
D,MT84134570,456,蘋果 四入
M,2025/08/20 09:11,89398413,屈臣氏,RW06311710,688
D,RW06311710,688,沐浴乳
M,2025/08/20 11:49,89398402,7-ELEVEN,FH22344324,112
D,FH22344324,60,冰美式 中杯
D,FH22344324,52,思樂冰
M,2025/08/20 15:32,25017492,50嵐,YJ25299472,71
D,YJ25299472,40,珍珠奶茶 大
D,YJ25299472,31,味噌湯
M,2025/08/21 11:28,89398413,屈臣氏,WY13860828,538
D,WY13860828,238,護手霜
D,WY13860828,300,沐浴乳
M,2025/08/21 19:06,96979933,全聯福利中心,NY81856899,680
D,NY81856899,680,蘋果 四入
M,2025/08/22 20:49,80003429,美廉社,WY24381233,581
D,WY24381233,322,雞蛋 十入
D,WY24381233,259,罐頭鮪魚
M,2025/08/23 11:34,00000015,麥當勞,HF37527529,176
D,HF37527529,176,定食 鮭魚
M,2025/08/23 12:03,70766330,OK MART,YD72463508,64
D,YD72463508,64,冰美式 中杯
M,2025/08/23 14:12,86517048,萊爾富便利商店,FG65243418,98
D,FG65243418,98,關東煮 白蘿蔔
M,2025/08/23 14:39,89398402,7-ELEVEN,HA70503378,201
D,HA70503378,111,茶葉蛋
D,HA70503378,90,關東煮 白蘿蔔
M,2025/08/23 17:29,22555003,全家便利商店,EX09588159,160
D,EX09588159,83,無糖豆漿
D,EX09588159,77,拿鐵 大杯
M,2025/08/23 17:49,22555003,全家便利商店,WB07020132,295
D,WB07020132,295,無糖豆漿
M,2025/08/23 18:02,27746179,清心福全,WW09454841,83
D,WW09454841,31,滷肉飯
D,WW09454841,52,起司漢堡
M,2025/08/24 12:28,70766330,OK MART,SN13326857,93
D,SN13326857,93,拿鐵 大杯
M,2025/08/24 13:02,54173123,寶雅,NK22346719,893
D,NK22346719,401,沐浴乳
D,NK22346719,492,護手霜
M,2025/08/24 16:47,16729745,悠遊卡自動加值,SR57961395,482
D,SR57961395,306,車資
D,SR57961395,176,台北到台中 標準車廂
M,2025/08/26 07:37,89398402,7-ELEVEN,TL81743908,134
D,TL81743908,80,御握 鮭魚
D,TL81743908,54,關東煮 綜合
M,2025/08/26 19:37,54381287,生活市集,AJ99051285,1233
D,AJ99051285,389,書籍 一本
D,AJ99051285,222,床包組 雙人
D,AJ99051285,317,筆記本
D,AJ99051285,305,運動鞋
M,2025/08/26 22:25,16606106,PChome線上購物,MU36455809,4074
D,MU36455809,1757,USB-C 傳輸線
D,MU36455809,1098,咖啡豆 一磅
D,MU36455809,1219,USB-C 傳輸線
M,2025/08/28 09:44,80328164,誠品線上,RU25841300,598
D,RU25841300,341,香氛蠟燭
D,RU25841300,257,文具組
M,2025/08/28 11:13,80003429,美廉社,UH87638389,286
D,UH87638389,286,義大利麵 500g
M,2025/08/28 16:26,20001096,度小月,LC19252094,389
D,LC19252094,241,定食 鮭魚
D,LC19252094,148,定食 鮭魚
M,2025/08/28 21:36,20003014,誠品書店,XR33492218,758
D,XR33492218,758,筆記本
M,2025/08/29 07:06,53049403,台灣高鐵,ZD02198325,708
D,ZD02198325,269,台北到台中 標準車廂
D,ZD02198325,439,車資
M,2025/08/29 14:55,22555003,全家便利商店,XL91733175,112
D,XL91733175,112,大熱狗
M,2025/08/29 16:33,96979933,全聯福利中心,TZ62720644,364
D,TZ62720644,364,五月花衛生紙
M,2025/08/30 15:35,89398402,7-ELEVEN,ND80301553,28
D,ND80301553,28,關東煮 綜合
M,2025/08/30 17:51,11117051,頂呱呱,MY30610135,237
D,MY30610135,237,味噌湯
M,2025/08/31 06:56,89398402,7-ELEVEN,SC62497474,61
D,SC62497474,22,維力炸醬麵
D,SC62497474,39,御握 鮭魚
M,2025/08/31 08:52,54381286,路易莎咖啡,NU09032478,207
D,NU09032478,207,牛肉麵
M,2025/08/31 23:30,89398402,7-ELEVEN,ZR52152711,19
D,ZR52152711,11,涼麵
D,ZR52152711,8,起司熱狗堡
M,2025/09/01 09:06,54313581,小北百貨,LL21898712,319
D,LL21898712,319,插座延長線
M,2025/09/02 17:30,89398402,7-ELEVEN,TX35025092,209
D,TX35025092,209,御握 鮭魚
M,2025/09/02 19:41,89398402,7-ELEVEN,YK90914569,55
D,YK90914569,35,無糖豆漿
D,YK90914569,20,涼麵
M,2025/09/02 20:27,12801119,三商巧福,JE82559233,136
D,JE82559233,136,雞腿便當
M,2025/09/03 05:54,16729745,悠遊卡自動加值,TZ29627203,505
D,TZ29627203,505,台北到台中 標準車廂
M,2025/09/03 07:20,16729745,悠遊卡自動加值,XC68941752,504
D,XC68941752,181,車資
D,XC68941752,323,洗車 精緻
M,2025/09/03 09:24,89398402,7-ELEVEN,JP99905038,98
D,JP99905038,54,起司熱狗堡
D,JP99905038,44,大熱狗
M,2025/09/03 19:01,89398413,屈臣氏,LM49884015,631
D,LM49884015,631,隱形眼鏡藥水
M,2025/09/04 12:20,84149961,星巴克,TX89481727,177
D,TX89481727,177,雞腿便當
M,2025/09/04 14:42,23091152,鬍鬚張,UL80007616,148
D,UL80007616,60,鍋貼 十個
D,UL80007616,88,起司漢堡
M,2025/09/05 16:23,89398402,7-ELEVEN,HC82338683,56
D,HC82338683,25,礦泉水 600ml
D,HC82338683,31,大熱狗
M,2025/09/05 20:06,22555003,全家便利商店,JX48708760,100
D,JX48708760,100,光泉鮮乳 936ml
M,2025/09/06 12:23,25017492,50嵐,TN98909347,47
D,TN98909347,47,味噌湯
M,2025/09/06 20:54,12801119,三商巧福,FB21935467,120
D,FB21935467,120,薯條 中
M,2025/09/06 21:40,24707801,蝦皮購物,PK19036137,226
D,PK19036137,109,手機保護殼
D,PK19036137,117,書籍 一本
M,2025/09/06 22:07,24707801,蝦皮購物,AQ32392677,353
D,AQ32392677,164,手機保護殼
D,AQ32392677,189,不鏽鋼保溫瓶
M,2025/09/07 07:33,89398402,7-ELEVEN,JD26242466,509
D,JD26242466,509,御握 鮭魚
M,2025/09/07 10:56,89398402,7-ELEVEN,BK38587075,21
D,BK38587075,21,光泉鮮乳 936ml
M,2025/09/07 11:51,96979933,全聯福利中心,XQ97122231,2759
D,XQ97122231,1077,雞胸肉 300g
D,XQ97122231,1682,豬絞肉
M,2025/09/08 10:12,22555003,全家便利商店,FS69025230,54
D,FS69025230,29,關東煮 白蘿蔔
D,FS69025230,25,義美小泡芙
M,2025/09/08 13:05,54173123,寶雅,EK97592215,770
D,EK97592215,442,保濕乳液
D,EK97592215,328,護手霜
M,2025/09/09 11:26,20005617,東森購物,RX97349152,1563
D,RX97349152,444,USB-C 傳輸線
D,RX97349152,399,運動鞋
D,RX97349152,720,藍牙耳機
M,2025/09/10 07:29,89398402,7-ELEVEN,TD30387116,46
D,TD30387116,46,國民便當
M,2025/09/10 10:36,12801119,三商巧福,KM92627475,162
D,KM92627475,88,鍋貼 十個
D,KM92627475,74,味噌湯
M,2025/09/11 17:26,16729745,悠遊卡自動加值,GP51457535,514
D,GP51457535,220,洗車 精緻
D,GP51457535,294,悠遊卡加值
M,2025/09/12 09:59,89398402,7-ELEVEN,BM35112096,52
D,BM35112096,20,大熱狗
D,BM35112096,32,礦泉水 600ml
M,2025/09/12 13:18,96947549,momo購物網,SL90566334,1026
D,SL90566334,421,藍牙耳機
D,SL90566334,364,運動鞋
D,SL90566334,241,收納箱 三入
M,2025/09/12 22:34,70808336,博客來,LS23360330,520
D,LS23360330,318,書籍 一本
D,LS23360330,202,書籍 一本
M,2025/09/13 18:58,16729745,悠遊卡自動加值,WL83961402,513
D,WL83961402,221,台北到台中 標準車廂
D,WL83961402,292,台北到台中 標準車廂
M,2025/09/14 14:45,89398402,7-ELEVEN,HT27404631,245
D,HT27404631,147,御飯糰 鮪魚
D,HT27404631,98,舒潔面紙
M,2025/09/14 19:32,89398402,7-ELEVEN,HA68556133,43
D,HA68556133,27,思樂冰
D,HA68556133,16,維力炸醬麵
M,2025/09/15 21:24,89398402,7-ELEVEN,WQ46802891,92
D,WQ46802891,92,大熱狗
M,2025/09/16 17:22,86517048,萊爾富便利商店,HV12282024,34
D,HV12282024,34,國民便當
M,2025/09/18 21:11,86517048,萊爾富便利商店,BT10872227,37
D,BT10872227,21,礦泉水 600ml
D,BT10872227,16,中杯美式
M,2025/09/19 14:40,96979933,全聯福利中心,DZ28928558,749
D,DZ28928558,749,豬絞肉
M,2025/09/19 15:34,20003425,昇恆昌,CY23024851,1974
D,CY23024851,899,保養品
D,CY23024851,1075,保養品
M,2025/09/20 15:29,20005069,統聯客運,FS25164833,401
D,FS25164833,401,柴油 40公升
M,2025/09/20 17:12,89398402,7-ELEVEN,VC25664486,41
D,VC25664486,23,無糖豆漿
D,VC25664486,18,國民便當
M,2025/09/20 18:12,89398402,7-ELEVEN,WD12968830,142
D,WD12968830,80,御便當 雞腿
D,WD12968830,62,起司熱狗堡
M,2025/09/21 17:03,89398402,7-ELEVEN,TC27325831,160
D,TC27325831,89,無糖豆漿
D,TC27325831,71,中杯美式
M,2025/09/21 18:50,54313580,拉亞漢堡,JJ23986481,132
D,JJ23986481,132,鍋貼 十個
M,2025/09/21 23:53,96947549,momo購物網,ZA69121186,836
D,ZA69121186,836,筆記本
M,2025/09/22 06:26,89398402,7-ELEVEN,BZ40382101,198
D,BZ40382101,198,涼麵
M,2025/09/22 08:14,89398402,7-ELEVEN,DF22764602,95
D,DF22764602,37,御握 鮭魚
D,DF22764602,58,義美小泡芙
M,2025/09/22 11:32,89398402,7-ELEVEN,KD98847222,84
D,KD98847222,30,思樂冰
D,KD98847222,54,中杯美式
M,2025/09/22 15:34,54313581,小北百貨,NG03315713,266
D,NG03315713,266,拖鞋
M,2025/09/22 16:27,96979933,全聯福利中心,BB56516832,435
D,BB56516832,435,雞胸肉 300g
M,2025/09/22 16:54,89398402,7-ELEVEN,NG74505001,36
D,NG74505001,20,拿鐵 大杯
D,NG74505001,16,義美小泡芙
M,2025/09/22 20:47,89398402,7-ELEVEN,JJ95861637,192
D,JJ95861637,192,冰美式 中杯
M,2025/09/23 10:41,23091152,鬍鬚張,JM09125682,160
D,JM09125682,100,鍋貼 十個
D,JM09125682,60,鍋貼 十個
M,2025/09/23 15:43,54381286,路易莎咖啡,KC74304012,202
D,KC74304012,119,紅茶 大
D,KC74304012,83,紅茶 大
M,2025/09/23 17:37,89398402,7-ELEVEN,EM84450433,66
D,EM84450433,66,礦泉水 600ml
M,2025/09/25 10:09,28486815,台灣大車隊,CN22543258,139
D,CN22543258,139,自強號 台北到花蓮
M,2025/09/26 13:37,70808336,博客來,RS84741171,831
D,RS84741171,831,書籍 一本
M,2025/09/26 20:28,16606106,PChome線上購物,XR00244540,1421
D,XR00244540,440,收納箱 三入
D,XR00244540,436,筆記本
D,XR00244540,545,無線滑鼠
M,2025/09/27 08:32,89398402,7-ELEVEN,CB64441785,23
D,CB64441785,9,義美小泡芙
D,CB64441785,14,義美小泡芙
M,2025/09/27 11:57,22555003,全家便利商店,MW97111120,124
D,MW97111120,124,起司熱狗堡
M,2025/09/28 08:22,89398402,7-ELEVEN,VJ21524957,26
D,VJ21524957,14,義美小泡芙
D,VJ21524957,12,御握 鮭魚
M,2025/09/28 09:24,96979933,全聯福利中心,UH15531680,362
D,UH15531680,362,香蕉
M,2025/09/28 17:08,96979934,中華電信,NC80392108,975
D,NC80392108,307,國際漫遊加購
D,NC80392108,202,網路月租費
D,NC80392108,284,網路月租費
D,NC80392108,182,網路月租費
M,2025/09/28 22:38,70808336,博客來,NL70586608,728
D,NL70586608,728,雜誌 一期
M,2025/09/29 08:23,03707901,台灣中油,TM29931706,1042
D,TM29931706,430,95無鉛汽油 25公升
D,TM29931706,329,95無鉛汽油 25公升
D,TM29931706,283,自強號 台北到花蓮
M,2025/09/29 22:46,86517048,萊爾富便利商店,GQ25849655,54
D,GQ25849655,54,關東煮 綜合
M,2025/09/30 16:14,16095452,杏一醫療用品,WN22526827,150
D,WN22526827,77,沐浴乳
D,WN22526827,73,保濕乳液
M,2025/09/30 23:14,96947549,momo購物網,WT47266599,1123
D,WT47266599,336,空氣清淨機濾網
D,WT47266599,387,床包組 雙人
D,WT47266599,400,收納箱 三入
M,2025/10/01 06:53,89398402,7-ELEVEN,LS40657035,44
D,LS40657035,18,思樂冰
D,LS40657035,26,國民便當
M,2025/10/01 13:15,27746179,清心福全,FE68325562,77
D,FE68325562,77,珍珠奶茶 大
M,2025/10/01 14:03,80003429,美廉社,KC95283427,411
D,KC95283427,411,林鳳營鮮乳
M,2025/10/02 09:21,84149961,星巴克,HZ86373399,90
D,HZ86373399,90,牛肉麵
M,2025/10/02 13:28,22555003,全家便利商店,MG83912018,70
D,MG83912018,70,大熱狗
M,2025/10/02 17:24,12801119,三商巧福,XH73470561,137
D,XH73470561,137,定食 鮭魚
M,2025/10/02 18:29,25017492,50嵐,XA10744138,45
D,XA10744138,26,玉米濃湯
D,XA10744138,19,手沖耶加雪菲
M,2025/10/03 11:25,89398402,7-ELEVEN,DA13548546,42
D,DA13548546,27,御握 鮭魚
D,DA13548546,15,冰美式 中杯
M,2025/10/04 15:55,89398402,7-ELEVEN,LP54599567,134
D,LP54599567,134,關東煮 綜合
M,2025/10/05 19:07,53016675,八方雲集,XW68159201,182
D,XW68159201,182,玉米濃湯
M,2025/10/07 06:44,16606105,大潤發,PE36868230,1256
D,PE36868230,427,白米 3kg
D,PE36868230,497,罐頭鮪魚
D,PE36868230,332,洗髮精
M,2025/10/07 14:57,89398402,7-ELEVEN,BZ13168242,98
D,BZ13168242,46,御飯糰 鮪魚
D,BZ13168242,52,思樂冰
M,2025/10/07 19:14,89398413,屈臣氏,ZY07981521,421
D,ZY07981521,186,維他命C 60錠
D,ZY07981521,235,衛生棉 夜用
M,2025/10/07 23:36,96947549,momo購物網,YX64426604,4188
D,YX64426604,911,筆記本
D,YX64426604,951,咖啡豆 一磅
D,YX64426604,1118,藍牙耳機
D,YX64426604,1208,手機保護殼
M,2025/10/08 19:05,84149972,康是美,YL23423822,848
D,YL23423822,535,洗髮精 750ml
D,YL23423822,313,衛生棉 夜用
M,2025/10/09 10:53,96979933,全聯福利中心,ZH00115950,1235
D,ZH00115950,593,雞胸肉 300g
D,ZH00115950,642,蘋果 四入
M,2025/10/09 20:46,89398402,7-ELEVEN,DD50314037,229
D,DD50314037,229,御便當 雞腿
M,2025/10/09 20:47,80003429,美廉社,YX53987205,242
D,YX53987205,128,洗髮精
D,YX53987205,114,洗髮精
M,2025/10/10 10:39,20002740,宜得利家居,FM52441442,943
D,FM52441442,257,地墊
D,FM52441442,291,地墊
D,FM52441442,210,地墊
D,FM52441442,185,寢具組
M,2025/10/10 19:58,25017492,50嵐,UU32255874,70
D,UU32255874,70,鍋貼 十個
M,2025/10/10 20:15,84149961,星巴克,CQ93757060,167
D,CQ93757060,167,炸雞三塊
M,2025/10/10 22:31,24707801,蝦皮購物,HS92758143,378
D,HS92758143,378,USB-C 傳輸線
M,2025/10/11 14:06,89398402,7-ELEVEN,LY06162462,38
D,LY06162462,14,礦泉水 600ml
D,LY06162462,24,中杯美式
M,2025/10/11 18:37,97162640,家樂福,CQ10205451,2004
D,CQ10205451,1102,高麗菜
D,CQ10205451,902,林鳳營鮮乳
M,2025/10/12 19:07,22555003,全家便利商店,RK67915470,29
D,RK67915470,29,涼麵
M,2025/10/13 06:16,22555003,全家便利商店,TV87780281,83
D,TV87780281,51,起司熱狗堡
D,TV87780281,32,茶葉蛋
M,2025/10/13 14:03,89398402,7-ELEVEN,EV05621833,193
D,EV05621833,95,維力炸醬麵
D,EV05621833,98,御飯糰 鮪魚
M,2025/10/14 12:35,89398402,7-ELEVEN,WQ10263216,202
D,WQ10263216,202,舒潔面紙
M,2025/10/15 14:56,16729745,悠遊卡自動加值,ZJ76069694,496
D,ZJ76069694,496,台北到台中 標準車廂
M,2025/10/15 18:10,53016675,八方雲集,FT73299169,146
D,FT73299169,146,鍋貼 十個
M,2025/10/16 11:48,84149961,星巴克,DP29370927,126
D,DP29370927,126,珍珠奶茶 大
M,2025/10/16 14:44,54173123,寶雅,PW01537399,505
D,PW01537399,505,洗髮精 750ml
M,2025/10/16 14:51,22555003,全家便利商店,AE37993857,73
D,AE37993857,73,無糖豆漿
M,2025/10/17 06:28,89398402,7-ELEVEN,JH73383214,161
D,JH73383214,161,冰美式 中杯
M,2025/10/17 08:17,27746179,清心福全,EY75184516,107
D,EY75184516,107,炸雞三塊
M,2025/10/17 09:38,16729745,悠遊卡自動加值,YJ54963496,488
D,YJ54963496,212,洗車 精緻
D,YJ54963496,276,洗車 精緻
M,2025/10/17 12:34,20003973,台灣自來水公司,FG72533456,450
D,FG72533456,450,水費 兩個月
M,2025/10/17 16:45,86517048,萊爾富便利商店,WJ21775098,114
D,WJ21775098,114,舒潔面紙
M,2025/10/17 22:35,22555003,全家便利商店,EN48443607,44
D,EN48443607,44,中杯美式
M,2025/10/17 22:52,89398402,7-ELEVEN,DM36068014,120
D,DM36068014,72,國民便當
D,DM36068014,48,中杯美式
M,2025/10/19 18:41,16729745,悠遊卡自動加值,NS11085092,513
D,NS11085092,513,車資
M,2025/10/21 05:18,89398402,7-ELEVEN,NP76551868,31
D,NP76551868,31,無糖豆漿
M,2025/10/21 12:23,53016675,八方雲集,VN53808676,116
D,VN53808676,53,紅茶 大
D,VN53808676,63,紅茶 大
M,2025/10/21 14:59,11768704,摩斯漢堡,YE90728592,162
D,YE90728592,72,薯條 中
D,YE90728592,90,炸雞三塊
M,2025/10/22 14:29,53016675,八方雲集,KU47212852,87
D,KU47212852,87,薯條 中
M,2025/10/22 20:06,89398402,7-ELEVEN,GZ18996081,73
D,GZ18996081,46,起司熱狗堡
D,GZ18996081,27,御飯糰 鮪魚
M,2025/10/25 21:59,89398402,7-ELEVEN,BE40086716,56
D,BE40086716,32,御便當 雞腿
D,BE40086716,24,茶葉蛋
M,2025/10/26 05:22,54679932,藏壽司,YR73971619,427
D,YR73971619,427,炸雞三塊
M,2025/10/26 19:21,20000000,阜杭豆漿,GU00509367,147
D,GU00509367,147,味噌湯
M,2025/10/27 07:11,22555003,全家便利商店,ZX78056370,67
D,ZX78056370,43,拿鐵 大杯
D,ZX78056370,24,無糖豆漿
M,2025/10/27 14:39,54381286,路易莎咖啡,DL19153434,118
D,DL19153434,118,珍珠奶茶 大
M,2025/10/27 18:10,03707901,台灣中油,ST53846912,785
D,ST53846912,785,悠遊卡加值
M,2025/10/27 19:07,54173123,寶雅,CE35729030,1560
D,CE35729030,383,衛生棉 夜用
D,CE35729030,463,維他命C 60錠
D,CE35729030,359,洗髮精 750ml
D,CE35729030,355,保濕乳液
M,2025/10/27 19:26,16729745,悠遊卡自動加值,GD66162937,497
D,GD66162937,309,洗車 精緻
D,GD66162937,188,95無鉛汽油 25公升
M,2025/10/28 07:37,53049403,台灣高鐵,EX97955890,1260
D,EX97955890,333,柴油 40公升
D,EX97955890,399,自強號 台北到花蓮
D,EX97955890,189,台北到台中 標準車廂
D,EX97955890,339,悠遊卡加值
M,2025/10/28 10:29,24707801,蝦皮購物,VQ25707385,636
D,VQ25707385,636,床包組 雙人
M,2025/10/29 18:15,96979933,全聯福利中心,RZ62765922,543
D,RZ62765922,543,雞胸肉 300g
M,2025/10/29 22:00,89398402,7-ELEVEN,LU05165339,161
D,LU05165339,84,無糖豆漿
D,LU05165339,77,中杯美式
M,2025/10/30 14:02,16606105,大潤發,ML71740053,3490
D,ML71740053,2073,豬絞肉
D,ML71740053,1417,高麗菜
M,2025/10/30 17:45,25017492,50嵐,ZR67076413,108
D,ZR67076413,108,珍珠奶茶 大
M,2025/10/30 18:22,22555003,全家便利商店,LF32161288,116
D,LF32161288,67,御飯糰 鮪魚
D,LF32161288,49,舒潔面紙
M,2025/10/31 12:58,84149961,星巴克,MU39724650,225
D,MU39724650,225,起司漢堡
M,2025/10/31 20:25,00000015,麥當勞,VW67224380,350
D,VW67224380,350,手沖耶加雪菲
M,2025/11/01 08:55,54381286,路易莎咖啡,WM93757090,119
D,WM93757090,76,滷肉飯
D,WM93757090,43,大杯拿鐵
M,2025/11/01 13:27,97162640,家樂福,TY90811499,1993
D,TY90811499,643,林鳳營鮮乳
D,TY90811499,493,雞胸肉 300g
D,TY90811499,857,洗衣精 補充包
M,2025/11/02 11:05,54173123,寶雅,MR85182943,639
D,MR85182943,277,口罩 五十入
D,MR85182943,362,護手霜
M,2025/11/02 12:05,23091152,鬍鬚張,KD46322716,179
D,KD46322716,92,紅茶 大
D,KD46322716,87,起司漢堡
M,2025/11/02 15:37,20002329,順發3C,FC32002808,925
D,FC32002808,285,機械鍵盤
D,FC32002808,178,HDMI 線
D,FC32002808,203,機械鍵盤
D,FC32002808,259,機械鍵盤
M,2025/11/02 18:44,89398413,屈臣氏,KF63243555,545
D,KF63243555,545,沐浴乳
M,2025/11/02 20:39,89398402,7-ELEVEN,UM37598978,31
D,UM37598978,16,冰美式 中杯
D,UM37598978,15,光泉鮮乳 936ml
M,2025/11/04 08:03,11768704,摩斯漢堡,HD35334364,159
D,HD35334364,91,炸雞三塊
D,HD35334364,68,手沖耶加雪菲
M,2025/11/04 08:40,89398402,7-ELEVEN,WU35587742,54
D,WU35587742,54,無糖豆漿
M,2025/11/04 12:57,89398402,7-ELEVEN,HJ62735674,225
D,HJ62735674,225,御握 鮭魚
M,2025/11/04 17:59,16729745,悠遊卡自動加值,KR41343699,511
D,KR41343699,511,柴油 40公升
M,2025/11/05 07:40,89398402,7-ELEVEN,QU82160436,56
D,QU82160436,56,起司熱狗堡
M,2025/11/05 12:41,27746179,清心福全,TV52748615,71
D,TV52748615,71,鍋貼 十個
M,2025/11/05 13:40,89398402,7-ELEVEN,XM75700718,108
D,XM75700718,41,維力炸醬麵
D,XM75700718,67,冰美式 中杯
M,2025/11/05 16:59,27746179,清心福全,HC33395469,52
D,HC33395469,52,起司漢堡
M,2025/11/05 17:30,97162640,家樂福,RM17307164,817
D,RM17307164,459,五月花衛生紙
D,RM17307164,358,雞蛋 十入
M,2025/11/05 18:37,00000015,麥當勞,YY57009816,311
D,YY57009816,311,牛肉麵
M,2025/11/06 19:28,96979933,全聯福利中心,AJ21728721,491
D,AJ21728721,200,洗髮精
D,AJ21728721,291,沙拉油 2L
M,2025/11/07 12:13,54313580,拉亞漢堡,BU87831189,106
D,BU87831189,106,滷肉飯
M,2025/11/07 13:32,89398402,7-ELEVEN,ZF97390991,69
