"財政部電子發票整合服務平台 消費明細下載"
表頭=M,發票日期,商店統編,商店店名,發票號碼,總金額
表身=D,發票號碼,小計,品名
D,ZL31800903,221,滷肉飯
M,2024/08/26 08:08,89398402,7-ELEVEN,PV44489089,44
D,PV44489089,28,拿鐵 大杯
D,PV44489089,16,大熱狗
M,2024/08/26 12:09,00000015,麥當勞,QH59695070,105
D,QH59695070,105,鍋貼 十個
M,2024/08/27 08:02,20003699,名佳美,ZC31361872,303
D,ZC31361872,303,燈泡 兩入
M,2024/08/28 12:27,89398402,7-ELEVEN,RW90357546,102
D,RW90357546,102,舒潔面紙
M,2024/08/28 13:11,03707901,台灣中油,WE42154906,683
D,WE42154906,683,車資
M,2024/08/28 19:26,54313581,小北百貨,AU36006462,395
D,AU36006462,186,燈泡 兩入
D,AU36006462,209,燈泡 兩入
M,2024/08/29 08:32,89398402,7-ELEVEN,AH96049317,232
D,AH96049317,232,大熱狗
M,2024/08/29 09:33,16729745,悠遊卡自動加值,HQ32121839,463
D,HQ32121839,257,車資
D,HQ32121839,206,台北到台中 標準車廂
M,2024/08/30 12:49,54338109,日藥本舖,TY01163862,370
D,TY01163862,168,口罩 五十入
D,TY01163862,202,維他命C 60錠
M,2024/08/30 13:09,70766330,OK MART,DF50971478,122
D,DF50971478,122,國民便當
M,2024/08/31 14:06,00000015,麥當勞,VF52945798,194
D,VF52945798,92,炸雞三塊
D,VF52945798,102,蔬菜蛋餅
M,2024/09/02 06:56,89398402,7-ELEVEN,DP71099427,137
D,DP71099427,53,礦泉水 600ml
D,DP71099427,84,維力炸醬麵
M,2024/09/02 07:01,96947549,momo購物網,LP38992732,9873
D,LP38992732,3067,手機保護殼
D,LP38992732,2109,床包組 雙人
D,LP38992732,2647,書籍 一本
D,LP38992732,2050,空氣清淨機濾網
M,2024/09/02 15:33,89398402,7-ELEVEN,FL15755043,109
D,FL15755043,109,大熱狗
M,2024/09/02 17:16,54313580,拉亞漢堡,CE37310826,79
D,CE37310826,31,玉米濃湯
D,CE37310826,48,雞腿便當
M,2024/09/03 15:40,89398402,7-ELEVEN,MV58272315,58
D,MV58272315,27,思樂冰
D,MV58272315,31,思樂冰
M,2024/09/05 07:56,70766330,OK MART,QP85249836,62
D,QP85249836,62,冰美式 中杯
M,2024/09/06 19:55,89398402,7-ELEVEN,CM12834913,60
D,CM12834913,60,御飯糰 鮪魚
M,2024/09/06 20:14,84149961,星巴克,NC18660497,129
D,NC18660497,129,起司漢堡
M,2024/09/07 06:05,89398402,7-ELEVEN,GB33894298,178
D,GB33894298,87,無糖豆漿
D,GB33894298,91,關東煮 白蘿蔔
M,2024/09/07 08:28,89398402,7-ELEVEN,LL76308059,59
D,LL76308059,35,御握 鮭魚
D,LL76308059,24,冰美式 中杯
M,2024/09/08 07:05,53016675,八方雲集,YT17689697,144
D,YT17689697,144,手沖耶加雪菲
M,2024/09/08 13:31,28486815,台灣大車隊,LU31985723,145
D,LU31985723,67,洗車 精緻
D,LU31985723,78,柴油 40公升
M,2024/09/09 16:08,20005480,松果購物,FR18393474,688
D,FR18393474,277,不鏽鋼保溫瓶
D,FR18393474,411,收納箱 三入
M,2024/09/09 20:04,96979933,全聯福利中心,XN13179029,284
D,XN13179029,284,蘋果 四入
M,2024/09/09 22:02,22555003,全家便利商店,EQ78498903,51
D,EQ78498903,51,關東煮 綜合
M,2024/09/10 16:23,80003429,美廉社,BP98957195,363
D,BP98957195,224,沙拉油 2L
D,BP98957195,139,洗衣精 補充包
M,2024/09/11 18:37,96979933,全聯福利中心,XT56518694,342
D,XT56518694,342,罐頭鮪魚
M,2024/09/11 19:19,20002603,特力屋,CA72144819,978
D,CA72144819,265,收納櫃
D,CA72144819,385,油漆 一公升
D,CA72144819,328,收納櫃
M,2024/09/11 19:48,89398402,7-ELEVEN,PJ28991684,43
D,PJ28991684,43,無糖豆漿
M,2024/09/12 17:11,97162640,家樂福,XA12959387,356
D,XA12959387,356,白米 3kg
M,2024/09/15 08:44,28486815,台灣大車隊,SE85228540,142
D,SE85228540,142,95無鉛汽油 25公升
M,2024/09/15 12:38,89398402,7-ELEVEN,TB41110519,19
D,TB41110519,19,冰美式 中杯
M,2024/09/16 11:26,89398402,7-ELEVEN,BG19410794,56
D,BG19410794,56,無糖豆漿
M,2024/09/16 11:56,00000015,麥當勞,XH44436200,231
D,XH44436200,231,起司漢堡
M,2024/09/16 12:18,84149961,星巴克,KL54804728,395
D,KL54804728,214,大杯拿鐵
D,KL54804728,181,珍珠奶茶 大
M,2024/09/16 12:50,22555003,全家便利商店,BE34398984,266
D,BE34398984,266,御便當 雞腿
M,2024/09/17 13:21,11117051,頂呱呱,BR40661590,110
D,BR40661590,110,薯條 中
M,2024/09/17 13:44,27746179,清心福全,KA56077288,65
D,KA56077288,65,味噌湯
M,2024/09/17 14:24,16606106,PChome線上購物,NH56249026,894
D,NH56249026,894,床包組 雙人
M,2024/09/17 19:38,96947549,momo購物網,DK66179874,324
D,DK66179874,192,筆記本
D,DK66179874,132,運動鞋
M,2024/09/18 15:57,84149961,星巴克,VS01155512,91
D,VS01155512,91,定食 鮭魚
M,2024/09/18 19:43,03707901,台灣中油,FE41156394,1327
D,FE41156394,530,92無鉛汽油 30公升
D,FE41156394,329,悠遊卡加值
D,FE41156394,468,悠遊卡加值
M,2024/09/19 18:57,22555003,全家便利商店,ZK55001544,93
D,ZK55001544,39,維力炸醬麵
D,ZK55001544,54,義美小泡芙
M,2024/09/19 22:40,89398402,7-ELEVEN,PD17785676,50
D,PD17785676,20,御握 鮭魚
D,PD17785676,30,舒潔面紙
M,2024/09/20 13:20,84149961,星巴克,EG12473464,122
D,EG12473464,122,大杯拿鐵
M,2024/09/21 11:37,89398402,7-ELEVEN,DP88079599,86
D,DP88079599,86,起司熱狗堡
M,2024/09/22 07:35,89398402,7-ELEVEN,QW44293077,32
D,QW44293077,12,中杯美式
D,QW44293077,20,御飯糰 鮪魚
M,2024/09/23 12:54,80328164,誠品線上,MZ29077675,582
D,MZ29077675,582,文具組
M,2024/09/24 09:53,00000015,麥當勞,NL36784137,76
D,NL36784137,76,牛肉麵
M,2024/09/24 20:41,89398402,7-ELEVEN,PK01947337,128
D,PK01947337,65,礦泉水 600ml
D,PK01947337,63,舒潔面紙
M,2024/09/25 12:39,22555003,全家便利商店,ZP91152314,88
D,ZP91152314,46,茶葉蛋
D,ZP91152314,42,茶葉蛋
M,2024/09/25 13:49,97162640,家樂福,SQ42255077,1559
D,SQ42255077,811,沙拉油 2L
D,SQ42255077,748,白米 3kg
M,2024/09/26 19:06,84149972,康是美,JZ64743945,212
D,JZ64743945,212,洗髮精 750ml
M,2024/09/26 20:43,89398402,7-ELEVEN,MR65932920,140
D,MR65932920,49,思樂冰
D,MR65932920,91,維力炸醬麵
M,2024/09/27 15:31,89398402,7-ELEVEN,HU53466026,34
D,HU53466026,34,中杯美式
M,2024/09/28 16:15,54338109,日藥本舖,ZC61116614,611
D,ZC61116614,246,衛生棉 夜用
D,ZC61116614,365,隱形眼鏡藥水
M,2024/09/28 19:44,70766330,OK MART,ST80395265,82
D,ST80395265,82,茶葉蛋
M,2024/09/28 20:21,22555003,全家便利商店,VP44372885,39
D,VP44372885,39,大熱狗
M,2024/09/29 16:30,16729745,悠遊卡自動加值,ZU61746819,464
D,ZU61746819,464,柴油 40公升
M,2024/09/29 21:58,22555003,全家便利商店,NQ91154591,25
D,NQ91154591,25,御便當 雞腿
M,2024/09/30 08:14,03707902,台灣電力公司,ZS93275393,1080
D,ZS93275393,381,電費 兩個月
D,ZS93275393,699,電費 兩個月
M,2024/09/30 19:17,89398402,7-ELEVEN,SR66356225,53
D,SR66356225,53,御握 鮭魚
M,2024/10/01 07:10,22555003,全家便利商店,BM31254112,37
D,BM31254112,37,御飯糰 鮪魚
M,2024/10/01 08:13,89398402,7-ELEVEN,AG22156448,85
D,AG22156448,85,中杯美式
M,2024/10/01 12:07,27746179,清心福全,BK26353147,122
D,BK26353147,57,薯條 中
D,BK26353147,65,牛肉麵
M,2024/10/01 14:47,86517048,萊爾富便利商店,KT66921624,55
D,KT66921624,55,御握 鮭魚
M,2024/10/04 09:49,20004658,楓康超市,GS29826939,687
D,GS29826939,687,義大利麵 500g
M,2024/10/04 13:30,54173123,寶雅,JJ49183048,271
D,JJ49183048,271,牙膏 兩入
M,2024/10/04 17:40,22555003,全家便利商店,TU03627873,90
D,TU03627873,34,無糖豆漿
D,TU03627873,56,國民便當
M,2024/10/05 20:12,89398402,7-ELEVEN,PT76159311,112
D,PT76159311,112,拿鐵 大杯
M,2024/10/05 23:39,16606106,PChome線上購物,TN82524980,1976
D,TN82524980,487,書籍 一本
D,TN82524980,537,USB-C 傳輸線
D,TN82524980,611,筆記本
D,TN82524980,341,收納箱 三入
M,2024/10/06 13:09,89398402,7-ELEVEN,XG06367993,56
D,XG06367993,22,涼麵
D,XG06367993,34,維力炸醬麵
M,2024/10/06 18:05,89398402,7-ELEVEN,UH31592621,103
D,UH31592621,47,御飯糰 鮪魚
D,UH31592621,56,思樂冰
M,2024/10/07 11:44,54381286,路易莎咖啡,ZQ93891935,112
D,ZQ93891935,112,大杯拿鐵
M,2024/10/08 12:06,25017492,50嵐,GG61501046,85
D,GG61501046,55,定食 鮭魚
D,GG61501046,30,玉米濃湯
M,2024/10/08 19:31,97162640,家樂福,BB22967371,1115
D,BB22967371,337,罐頭鮪魚
D,BB22967371,243,罐頭鮪魚
D,BB22967371,249,五月花衛生紙
D,BB22967371,286,蘋果 四入
M,2024/10/08 20:18,54679932,藏壽司,ZU62642492,447
D,ZU62642492,447,玉米濃湯
M,2024/10/08 21:22,22555003,全家便利商店,EK40352822,200
D,EK40352822,200,義美小泡芙
M,2024/10/09 09:23,16606106,PChome線上購物,DU06005237,2645
D,DU06005237,1342,書籍 一本
D,DU06005237,1303,筆記本
M,2024/10/09 09:32,89398402,7-ELEVEN,PZ70618829,31
D,PZ70618829,20,御便當 雞腿
D,PZ70618829,11,光泉鮮乳 936ml
M,2024/10/09 15:01,22555003,全家便利商店,WK52835651,15
D,WK52835651,7,關東煮 綜合
D,WK52835651,8,義美小泡芙
M,2024/10/09 18:27,23091152,鬍鬚張,QE33401407,290
D,QE33401407,290,定食 鮭魚
M,2024/10/10 11:45,96979933,全聯福利中心,AV74445010,394
D,AV74445010,253,雞蛋 十入
D,AV74445010,141,洗髮精
M,2024/10/10 14:07,96979933,全聯福利中心,GH65115485,710
D,GH65115485,461,沙拉油 2L
D,GH65115485,249,高麗菜
M,2024/10/10 18:04,89398402,7-ELEVEN,FT53776561,146
D,FT53776561,146,中杯美式
M,2024/10/11 12:48,84149961,星巴克,PT57997961,160
D,PT57997961,160,珍珠奶茶 大
M,2024/10/11 17:00,20003151,金石堂,RP56047713,360
D,RP56047713,148,文具組
D,RP56047713,212,文具組
M,2024/10/12 11:34,97162640,家樂福,FF12408206,1363
D,FF12408206,326,雞胸肉 300g
D,FF12408206,374,高麗菜
D,FF12408206,663,雞胸肉 300g
M,2024/10/12 17:47,23091152,鬍鬚張,MH22939133,176
D,MH22939133,176,蔬菜蛋餅
M,2024/10/12 20:48,23091152,鬍鬚張,QU69244762,122
D,QU69244762,59,蔬菜蛋餅
D,QU69244762,63,珍珠奶茶 大
M,2024/10/13 05:41,22555003,全家便利商店,TY67239336,153
D,TY67239336,66,義美小泡芙
D,TY67239336,87,光泉鮮乳 936ml
M,2024/10/14 18:37,03707901,台灣中油,XT79349610,973
D,XT79349610,625,悠遊卡加值
D,XT79349610,348,悠遊卡加值
M,2024/10/15 01:16,20005754,friDay購物,TY10340520,741
D,TY10340520,741,收納箱 三入
M,2024/10/16 07:41,89398402,7-ELEVEN,WB91527414,87
D,WB91527414,44,思樂冰
D,WB91527414,43,舒潔面紙
M,2024/10/16 12:58,89398402,7-ELEVEN,CU47035860,54
D,CU47035860,54,光泉鮮乳 936ml
M,2024/10/16 17:32,96979934,中華電信,SK78322363,694
D,SK78322363,362,行動電話月租費
D,SK78322363,332,國際漫遊加購
M,2024/10/16 19:42,89398402,7-ELEVEN,GG79661662,31
D,GG79661662,13,茶葉蛋
D,GG79661662,18,御便當 雞腿
M,2024/10/17 17:47,53016675,八方雲集,TT00635369,87
D,TT00635369,87,手沖耶加雪菲
M,2024/10/17 19:59,22555003,全家便利商店,VA01128486,125
D,VA01128486,70,關東煮 白蘿蔔
D,VA01128486,55,御便當 雞腿
M,2024/10/17 20:31,16729745,悠遊卡自動加值,CH39014116,464
D,CH39014116,464,95無鉛汽油 25公升
M,2024/10/18 19:10,24707801,蝦皮購物,ZC89118537,105
D,ZC89118537,105,收納箱 三入
M,2024/10/19 09:49,54381286,路易莎咖啡,ZC55008174,68
D,ZC55008174,68,味噌湯
M,2024/10/19 16:10,53049403,台灣高鐵,RE36265013,1386
D,RE36265013,384,95無鉛汽油 25公升
D,RE36265013,516,95無鉛汽油 25公升
D,RE36265013,486,95無鉛汽油 25公升
M,2024/10/19 18:08,97162640,家樂福,TU87938629,986
D,TU87938629,435,雞蛋 十入
D,TU87938629,551,白米 3kg
M,2024/10/20 20:58,96979933,全聯福利中心,RT27703502,199
D,RT27703502,199,五月花衛生紙
M,2024/10/20 21:14,20005617,東森購物,NW22280198,1293
D,NW22280198,475,無線滑鼠
D,NW22280198,356,藍牙耳機
D,NW22280198,462,收納箱 三入
M,2024/10/21 22:16,89398402,7-ELEVEN,YF46403603,47
D,YF46403603,47,關東煮 白蘿蔔
M,2024/10/22 08:01,89398402,7-ELEVEN,ZC82546167,29
D,ZC82546167,17,無糖豆漿
D,ZC82546167,12,茶葉蛋
M,2024/10/22 09:24,20001918,小林煎餅,LA39080198,148
D,LA39080198,89,起司漢堡
D,LA39080198,59,味噌湯
M,2024/10/22 20:16,89398402,7-ELEVEN,TD01030988,99
D,TD01030988,99,關東煮 綜合
M,2024/10/23 20:28,20004521,啄木鳥藥局,XF60860461,222
D,XF60860461,222,維他命B群
M,2024/10/23 22:49,89398402,7-ELEVEN,MP55548866,86
D,MP55548866,39,舒潔面紙
D,MP55548866,47,義美小泡芙
M,2024/10/24 17:07,96947549,momo購物網,FX99848558,1455
D,FX99848558,406,書籍 一本
D,FX99848558,641,運動鞋
D,FX99848558,408,藍牙耳機
M,2024/10/25 07:02,20003425,昇恆昌,WW48002711,1644
D,WW48002711,990,伴手禮
D,WW48002711,654,保養品
M,2024/10/25 07:56,22555003,全家便利商店,AN57214846,92
D,AN57214846,92,礦泉水 600ml
M,2024/10/25 10:23,89398402,7-ELEVEN,NT04399114,172
D,NT04399114,172,關東煮 白蘿蔔
M,2024/10/25 13:06,22555003,全家便利商店,GQ38784716,63
D,GQ38784716,63,礦泉水 600ml
M,2024/10/25 20:57,84149961,星巴克,QB15757999,175
D,QB15757999,175,雞腿便當
M,2024/10/25 23:39,89398402,7-ELEVEN,TK83178353,276
D,TK83178353,162,茶葉蛋
D,TK83178353,114,義美小泡芙
M,2024/10/26 09:56,89398402,7-ELEVEN,QS79663679,129
D,QS79663679,129,關東煮 綜合
M,2024/10/26 12:49,22555003,全家便利商店,LT64548658,294
D,LT64548658,294,拿鐵 大杯
M,2024/10/26 16:27,89398402,7-ELEVEN,TN78759568,91
D,TN78759568,91,起司熱狗堡
M,2024/10/26 20:19,24707801,蝦皮購物,LB10259966,1462
D,LB10259966,342,筆記本
D,LB10259966,411,不鏽鋼保溫瓶
D,LB10259966,411,收納箱 三入
D,LB10259966,298,USB-C 傳輸線
M,2024/10/27 13:25,25017492,50嵐,MA28097560,60
D,MA28097560,60,味噌湯
M,2024/10/27 13:55,84149961,星巴克,SS92982374,178
D,SS92982374,66,鍋貼 十個
D,SS92982374,112,珍珠奶茶 大
M,2024/10/28 15:51,20005206,國光客運,QJ67820668,224
D,QJ67820668,85,自強號 台北到花蓮
D,QJ67820668,139,洗車 精緻
M,2024/10/28 20:20,24707801,蝦皮購物,DX95621104,384
D,DX95621104,241,USB-C 傳輸線
D,DX95621104,143,床包組 雙人
M,2024/10/29 16:43,96979933,全聯福利中心,GL44822778,1135
D,GL44822778,692,香蕉
D,GL44822778,443,五月花衛生紙
M,2024/10/30 10:31,03707902,台灣電力公司,YR92621429,1687
D,YR92621429,457,電費 兩個月
D,YR92621429,520,電費 兩個月
D,YR92621429,415,電費 兩個月
D,YR92621429,295,電費 兩個月
M,2024/10/31 07:24,96979933,全聯福利中心,LX68823717,382
D,LX68823717,138,洗髮精
D,LX68823717,244,義大利麵 500g
M,2024/10/31 07:56,54381286,路易莎咖啡,WM04479497,260
D,WM04479497,125,滷肉飯
D,WM04479497,135,起司漢堡
M,2024/10/31 17:41,20002329,順發3C,PX90349367,673
D,PX90349367,673,機械鍵盤
M,2024/10/31 18:46,22555003,全家便利商店,TJ60594800,299
D,TJ60594800,299,茶葉蛋
M,2024/10/31 20:49,54173123,寶雅,CT80923413,524
D,CT80923413,524,沐浴乳
M,2024/10/31 22:56,89398402,7-ELEVEN,GF06773555,67
D,GF06773555,41,無糖豆漿
D,GF06773555,26,舒潔面紙
M,2024/11/01 18:35,89398402,7-ELEVEN,YP52635436,117
D,YP52635436,74,御便當 雞腿
D,YP52635436,43,御便當 雞腿
M,2024/11/02 15:29,89398402,7-ELEVEN,VN45762784,93
D,VN45762784,93,大熱狗
M,2024/11/03 12:57,96979933,全聯福利中心,SV37454206,279
D,SV37454206,279,冷凍水餃
M,2024/11/03 17:42,22555003,全家便利商店,BM77683846,83
D,BM77683846,47,國民便當
D,BM77683846,36,涼麵
M,2024/11/05 12:17,89398402,7-ELEVEN,TP54783382,98
D,TP54783382,40,無糖豆漿
D,TP54783382,58,舒潔面紙
M,2024/11/05 19:47,16606105,大潤發,ZX98674353,480
D,ZX98674353,283,洗髮精
D,ZX98674353,197,罐頭鮪魚
M,2024/11/07 17:17,89398402,7-ELEVEN,TR58874146,28
D,TR58874146,16,大熱狗
D,TR58874146,12,義美小泡芙
M,2024/11/08 11:39,20000548,迷客夏,PR05770051,79
D,PR05770051,79,牛肉麵
M,2024/11/09 22:44,89398402,7-ELEVEN,GG85034126,217
D,GG85034126,88,御飯糰 鮪魚
D,GG85034126,129,礦泉水 600ml
M,2024/11/10 12:04,89398402,7-ELEVEN,BP94676875,174
D,BP94676875,88,御便當 雞腿
D,BP94676875,86,維力炸醬麵
M,2024/11/10 13:55,86517048,萊爾富便利商店,NW13449307,246
D,NW13449307,246,冰美式 中杯
M,2024/11/11 18:26,96979933,全聯福利中心,LC20611554,724
D,LC20611554,323,洗髮精
D,LC20611554,401,冷凍水餃
M,2024/11/12 08:00,89398402,7-ELEVEN,PA05316390,62
D,PA05316390,62,冰美式 中杯
M,2024/11/12 11:37,54173123,寶雅,YC05430768,657
D,YC05430768,411,沐浴乳
D,YC05430768,246,保濕乳液
M,2024/11/12 17:10,89398402,7-ELEVEN,UD90651714,42
D,UD90651714,23,御握 鮭魚
D,UD90651714,19,義美小泡芙
M,2024/11/12 21:49,89398402,7-ELEVEN,UM47204689,45
D,UM47204689,45,御便當 雞腿
M,2024/11/13 18:59,89398402,7-ELEVEN,FU21041695,54
D,FU21041695,54,大熱狗
M,2024/11/13 20:49,16606105,大潤發,NW82264158,1131
D,NW82264158,635,洗衣精 補充包
D,NW82264158,496,白米 3kg
M,2024/11/14 07:36,89398402,7-ELEVEN,EN06020709,65
D,EN06020709,28,冰美式 中杯
D,EN06020709,37,茶葉蛋
M,2024/11/15 11:18,20006165,西雅圖咖啡,UE14028789,84
D,UE14028789,41,起司漢堡
D,UE14028789,43,蔬菜蛋餅
M,2024/11/16 16:56,89398402,7-ELEVEN,YG60413994,221
D,YG60413994,132,拿鐵 大杯
D,YG60413994,89,御握 鮭魚
M,2024/11/17 17:24,16729745,悠遊卡自動加值,DJ29754603,467
D,DJ29754603,467,95無鉛汽油 25公升
M,2024/11/17 22:50,89398402,7-ELEVEN,FC73181088,122
D,FC73181088,76,大熱狗
D,FC73181088,46,義美小泡芙
M,2024/11/18 10:52,89398402,7-ELEVEN,FW58500490,217
D,FW58500490,116,大熱狗
D,FW58500490,101,涼麵
M,2024/11/18 13:50,80003429,美廉社,NB09402505,334
D,NB09402505,157,洗髮精
D,NB09402505,177,白米 3kg
M,2024/11/18 17:46,89398402,7-ELEVEN,JL71917639,53
D,JL71917639,53,關東煮 綜合
M,2024/11/19 10:11,96979934,中華電信,QS69945001,736
D,QS69945001,261,網路月租費
D,QS69945001,475,網路月租費
M,2024/11/19 17:55,89398402,7-ELEVEN,DH03437256,62
D,DH03437256,31,國民便當
D,DH03437256,31,拿鐵 大杯
M,2024/11/20 16:07,16729745,悠遊卡自動加值,HG30982894,463
D,HG30982894,248,車資
D,HG30982894,215,92無鉛汽油 30公升
M,2024/11/21 12:46,96979934,中華電信,YX81978324,825
D,YX81978324,825,行動電話月租費
M,2024/11/21 16:04,11768704,摩斯漢堡,UM03518248,167
D,UM03518248,167,玉米濃湯
M,2024/11/22 17:19,96947549,momo購物網,HH30917803,1362
D,HH30917803,420,運動鞋
D,HH30917803,479,無線滑鼠
D,HH30917803,463,藍牙耳機
M,2024/11/23 13:10,96979933,全聯福利中心,CY67060289,737
D,CY67060289,737,五月花衛生紙
M,2024/11/23 18:35,27746179,清心福全,SH72428684,75
D,SH72428684,75,鍋貼 十個
M,2024/11/25 20:37,84149972,康是美,ZM29508650,163
D,ZM29508650,163,牙膏 兩入
M,2024/11/25 21:40,86517048,萊爾富便利商店,TU89892574,58
D,TU89892574,58,關東煮 白蘿蔔
M,2024/11/26 15:26,89398413,屈臣氏,VH65668707,229
D,VH65668707,116,維他命C 60錠
D,VH65668707,113,口罩 五十入
M,2024/11/28 13:23,03707901,台灣中油,CJ38589301,735
D,CJ38589301,735,95無鉛汽油 25公升
M,2024/11/28 13:24,89398402,7-ELEVEN,JR72548735,134
D,JR72548735,134,冰美式 中杯
M,2024/11/28 16:53,89398402,7-ELEVEN,YZ88693261,41
D,YZ88693261,22,中杯美式
D,YZ88693261,19,御握 鮭魚
M,2024/11/30 07:52,27746179,清心福全,FA29330008,49
D,FA29330008,49,雞腿便當
M,2024/11/30 16:46,96979933,全聯福利中心,DT38858152,569
D,DT38858152,205,高麗菜
D,DT38858152,364,蘋果 四入
M,2024/12/01 16:18,22555003,全家便利商店,MP07245259,101
D,MP07245259,101,礦泉水 600ml
M,2024/12/01 18:33,16729745,悠遊卡自動加值,JZ89072006,459
D,JZ89072006,252,柴油 40公升
D,JZ89072006,207,自強號 台北到花蓮
M,2024/12/01 19:28,97162640,家樂福,PW43547380,1008
D,PW43547380,558,罐頭鮪魚
D,PW43547380,450,五月花衛生紙
M,2024/12/01 21:17,89398402,7-ELEVEN,XS78718137,287
D,XS78718137,287,義美小泡芙
M,2024/12/02 07:50,96979933,全聯福利中心,GW85636670,789
D,GW85636670,789,高麗菜
M,2024/12/02 15:58,89398413,屈臣氏,PJ58452623,288
D,PJ58452623,158,感冒熱飲
D,PJ58452623,130,保濕乳液
M,2024/12/02 19:46,89398402,7-ELEVEN,RL32020117,150
D,RL32020117,150,礦泉水 600ml
M,2024/12/02 19:57,20002740,宜得利家居,SN41119606,1006
D,SN41119606,384,地墊
D,SN41119606,328,地墊
D,SN41119606,294,地墊
M,2024/12/02 20:56,89398413,屈臣氏,EH05621343,1365
D,EH05621343,797,沐浴乳
D,EH05621343,568,衛生棉 夜用
M,2024/12/03 14:22,96979933,全聯福利中心,JP71362078,551
D,JP71362078,551,罐頭鮪魚
M,2024/12/04 15:02,20004795,全國加油站,SY70856147,1152
D,SY70856147,352,柴油 40公升
D,SY70856147,281,悠遊卡加值
D,SY70856147,233,柴油 40公升
D,SY70856147,286,車資
M,2024/12/06 13:49,16606106,PChome線上購物,NZ52565077,588
D,NZ52565077,588,USB-C 傳輸線
M,2024/12/06 20:23,22555003,全家便利商店,YA19311267,126
D,YA19311267,75,拿鐵 大杯
D,YA19311267,51,拿鐵 大杯
M,2024/12/07 07:01,89398402,7-ELEVEN,UK10612076,33
D,UK10612076,20,光泉鮮乳 936ml
D,UK10612076,13,思樂冰
M,2024/12/08 14:58,89398402,7-ELEVEN,SB86872365,86
D,SB86872365,50,關東煮 白蘿蔔
D,SB86872365,36,維力炸醬麵
M,2024/12/08 15:19,03731301,台灣鐵路管理局,BD87325642,425
D,BD87325642,173,車資
D,BD87325642,252,車資
M,2024/12/08 18:54,22555003,全家便利商店,LT05052703,132
D,LT05052703,81,御握 鮭魚
D,LT05052703,51,關東煮 白蘿蔔
M,2024/12/09 10:49,54313580,拉亞漢堡,WB36402490,101
D,WB36402490,43,蔬菜蛋餅
D,WB36402490,58,滷肉飯
M,2024/12/10 07:25,96979933,全聯福利中心,CR24964525,2782
D,CR24964525,782,高麗菜
D,CR24964525,710,沙拉油 2L
D,CR24964525,1290,蘋果 四入
M,2024/12/10 08:47,22555003,全家便利商店,ZS88503117,505
D,ZS88503117,318,御飯糰 鮪魚
D,ZS88503117,187,冰美式 中杯
M,2024/12/10 09:11,89398413,屈臣氏,YP99586812,315
D,YP99586812,137,衛生棉 夜用
D,YP99586812,178,牙膏 兩入
M,2024/12/10 13:00,84149961,星巴克,MT46399908,163
D,MT46399908,84,玉米濃湯
D,MT46399908,79,鍋貼 十個
M,2024/12/10 16:23,53049403,台灣高鐵,BC08519639,985
D,BC08519639,268,92無鉛汽油 30公升
D,BC08519639,183,自強號 台北到花蓮
D,BC08519639,340,洗車 精緻
D,BC08519639,194,95無鉛汽油 25公升
M,2024/12/12 17:36,03707902,台灣電力公司,UT12865206,1506
D,UT12865206,583,電費 兩個月
D,UT12865206,580,電費 兩個月
D,UT12865206,343,電費 兩個月
M,2024/12/13 16:44,03707901,台灣中油,CH46769889,717
D,CH46769889,717,悠遊卡加值
M,2024/12/13 20:32,80328164,誠品線上,XF99011467,1326
D,XF99011467,466,書籍 一本
D,XF99011467,391,文具組
D,XF99011467,469,香氛蠟燭
M,2024/12/13 21:01,84149961,星巴克,RZ62560462,203
D,RZ62560462,102,玉米濃湯
D,RZ62560462,101,雞腿便當
M,2024/12/14 09:25,89398402,7-ELEVEN,BC92085936,40
D,BC92085936,40,涼麵
M,2024/12/16 04:51,86517048,萊爾富便利商店,PG68405710,35
D,PG68405710,35,無糖豆漿
M,2024/12/16 19:42,96947549,momo購物網,TF61262271,2772
D,TF61262271,1289,無線滑鼠
D,TF61262271,1483,無線滑鼠
M,2024/12/16 20:41,24707801,蝦皮購物,LF80219482,467
D,LF80219482,467,收納箱 三入
M,2024/12/17 12:03,22555003,全家便利商店,JV90406945,103
D,JV90406945,103,義美小泡芙
M,2024/12/18 11:00,24707801,蝦皮購物,ZW50190140,912
D,ZW50190140,516,USB-C 傳輸線
D,ZW50190140,396,無線滑鼠
M,2024/12/18 13:36,54313581,小北百貨,EU67132428,221
D,EU67132428,221,掃把組
M,2024/12/19 19:05,22555003,全家便利商店,WV87287790,45
D,WV87287790,45,御便當 雞腿
M,2024/12/19 20:11,16606106,PChome線上購物,EA95293855,315
D,EA95293855,315,書籍 一本
M,2024/12/19 22:42,16606106,PChome線上購物,VT35330995,1973
D,VT35330995,449,空氣清淨機濾網
D,VT35330995,402,筆記本
D,VT35330995,504,咖啡豆 一磅
D,VT35330995,618,床包組 雙人
M,2024/12/19 23:20,11768704,摩斯漢堡,BG24965757,251
D,BG24965757,114,雞腿便當
D,BG24965757,137,手沖耶加雪菲
M,2024/12/20 17:24,00000015,麥當勞,PZ87211944,137
D,PZ87211944,75,牛肉麵
D,PZ87211944,62,珍珠奶茶 大
M,2024/12/20 22:09,16729745,悠遊卡自動加值,LY20305012,480
D,LY20305012,480,95無鉛汽油 25公升
M,2024/12/21 11:28,00000015,麥當勞,HM65685178,107
D,HM65685178,107,鍋貼 十個
M,2024/12/21 16:13,80003429,美廉社,KB20309220,99
